Points_0,Points_1,Points_2,uh_0,uh_1,uh_2
-2.59067,-0.535349,0,1,0,0
-2.56173,-0.660074,0,1,0,0
-2.52537,-0.787824,0,1,0,0
-2.48058,-0.919189,0,1,0,0
-2.42604,-1.05477,0,1,0,0
-2.36005,-1.19514,0,1,0,0
-2.28043,-1.34083,0,1,0,0
-2.18434,-1.49226,0,1,0,0
-2.06809,-1.6496,0,1,0,0
-1.92681,-1.81261,0,1,0,0
-1.7541,-1.98023,0,1,0,0
-1.54142,-2.14993,0,1,0,0
-1.27739,-2.31656,0,1,0,0
-0.946861,-2.47015,0,1,0,0
-0.530207,-2.59173,0,1,0,0
-0.00363173,-2.64541,0,1,0,0
0.00392043,2.37873,0,1,0,0
-0.469717,2.3319,0,1,0,0
-0.844698,2.22371,0,1,0,0
-1.14232,2.0865,0,1,0,0
-1.38019,1.93738,0,1,0,0
-1.57189,1.78537,0,1,0,0
-1.72765,1.63512,0,1,0,0
-1.85512,1.48893,0,1,0,0
-1.96009,1.34776,0,1,0,0
-2.0469,1.21185,0,1,0,0
-2.11889,1.08107,0,1,0,0
-2.1786,0.955026,0,1,0,0
-2.22802,0.833265,0,1,0,0
-2.26865,0.715264,0,1,0,0
-2.30169,0.600491,0,1,0,0
-2.32805,0.488418,0,1,0,0
-2.34843,0.378528,0,1,0,0
-2.36333,0.270315,0,1,0,0
-2.37313,0.163288,0,1,0,0
-2.37805,0.0569661,0,1,0,0
-2.37823,-0.0491272,0,1,0,0
-2.37365,-0.155465,0,1,0,0
-2.36421,-0.262523,0,1,0,0
-2.34966,-0.370785,0,1,0,0
-2.32965,-0.480742,0,1,0,0
-2.30366,-0.592901,0,1,0,0
-2.271,-0.707782,0,1,0,0
-2.23075,-0.825916,0,1,0,0
-2.18174,-0.94784,0,1,0,0
-2.12244,-1.07408,0,1,0,0
-2.05088,-1.2051,0,1,0,0
-1.96452,-1.34129,0,1,0,0
-1.86002,-1.4828,0,1,0,0
-1.73303,-1.62942,0,1,0,0
-1.57777,-1.78018,0,1,0,0
-1.38657,-1.93282,0,1,0,0
-1.14919,-2.08273,0,1,0,0
-0.852023,-2.22091,0,1,0,0
-0.477401,-2.33034,0,1,0,0
-0.00392043,-2.37873,0,1,0,0
0.00418289,2.1363,0,1,0,0
-0.421197,2.09437,0,1,0,0
-0.757992,1.99731,0,1,0,0
-1.02532,1.87417,0,1,0,0
-1.23899,1.74032,0,1,0,0
-1.4112,1.60385,0,1,0,0
-1.55112,1.46896,0,1,0,0
-1.66565,1.3377,0,1,0,0
-1.75995,1.21095,0,1,0,0
-1.83795,1.08892,0,1,0,0
-1.90264,0.971478,0,1,0,0
-1.95631,0.858301,0,1,0,0
-2.00072,0.748963,0,1,0,0
-2.03724,0.642999,0,1,0,0
-2.06695,0.539933,0,1,0,0
-2.09065,0.439289,0,1,0,0
-2.10898,0.340604,0,1,0,0
-2.12239,0.243423,0,1,0,0
